Sort,SampleSite_ID,SamplePoint_ID,SampleLayer_ID,ApproximateAddress,Sample_Layer,Soil_Series_Type,MapUnit,MapUnitName,MU_Key,SSURGO_AreaSymbol,Surface_Subsurface,UpperDepth_cm,LowerDepth_cm,Surface_Texture,Saturated_HC_DR_cmhr,Saturated_HC_DR_SE_cmhr,n_HC_DR_Measurments,Sum_HC_DR_Measurments,Saturated_HC_DR_IgnoresInfiniteValues_YN,Saturated_HC_DR_Infinite,Saturated_HC_TR_cmhr,Saturated_HC_TR_SE_cmhr,n_Tall_DR_Measurements ,Saturated_HC_SR_cmhr,Saturated_HC_SR_Infinite,Saturated_HC_SR_SE_cmhr,n_Short_DR_Measurements,Saturated_HC_SR_IgnoresInfiniteValues_YN,Unsaturated_K2cm_cmhr,Unsaturated_K2cm_SE_cmhr,Unsaturated_K2cm_STDEV_cmhr,Surface_Notes,Tenth_bar_H2O,Third_bar_H2O,Fifteen_bar_H2O,,,
5370,CLS51,CLP107,CLS51CLP107L1_R,3622 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5374,CLS51,CLP108,CLS51CLP108L1_R,3622 76,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5378,CLS52,CLP109,CLS52CLP109L1_R,3298 Brookpark Rd,1,Reference,UmB,"Urban land-Mahoning complex, 2 to 6 percent slopes",287273,oh035,Surface,0,18,,,,,,,,,,,0.1,,,,,,,,,,29.8,15.1,,,
5385,CLS52,CLP110,CLS52CLP110L1_R,3298 Brookpark Rd,1,Reference,UmB,"Urban land-Mahoning complex, 2 to 6 percent slopes",287273,oh035,Surface,0,18,,,,,,,,,,,0.1,,,,,,,,,,29.8,15.1,,,
5392,CLS53,CLP111,CLS53CLP111L1_R,12300 Euclid,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5395,CLS54,CLP112,CLS54CLP112L1_R,680 E 113,1,Reference,OtB,"Oshtemo-Urban land complex, undulating",287260,oh035,Surface,0,20,,,,,,,,,,,2.823,,,,,,,,,,13.3,5,,,
5399,CLS54,CLP113,CLS54CLP113L1_R,680 E 113,1,Reference,OtB,"Oshtemo-Urban land complex, undulating",287260,oh035,Surface,0,20,,,,,,,,,,,2.823,,,,,,,,,,13.3,5,,,
5403,CLS55,CLP114,CLS55CLP114L1_R,9901 Lamont,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5406,CLS56,CLP115,CLS56CLP115L1_R,MLK & E 105,1,Reference,Tg,"Tioga loam, frequently flooded",287267,oh035,Surface,0,20,,,,,,,,,,,2.329,,,,,,,,,,26.1,10.6,,,
5409,CLS56,CLP116,CLS56CLP116L1_R,MLK & E 105,1,Reference,Tg,"Tioga loam, frequently flooded",287267,oh035,Surface,0,20,,,,,,,,,,,2.329,,,,,,,,,,26.1,10.6,,,
5412,CLS57,CLP117,CLS57CLP117L1_R,E 79 & Sowinski,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5415,CLS57,CLP118,CLS57CLP118L1_R,E 79 & Sowinski,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5418,CLS58,CLP119,CLS58CLP119L1_R,647 E 88,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5421,CLS58,CLP120,CLS58CLP120L1_R,647 E 88,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5424,CLS59,CLP121,CLS59CLP121L1_R,E 64 & Waterman,1,Reference,UmB,"Urban land-Mahoning complex, 2 to 6 percent slopes",287273,oh035,Surface,0,18,,,,,,,,,,,0.1,,,,,,,,,,29.8,15.1,,,
5431,CLS59,CLP122,CLS59CLP122L1_R,E 64 & Waterman,1,Reference,UmB,"Urban land-Mahoning complex, 2 to 6 percent slopes",287273,oh035,Surface,0,18,,,,,,,,,,,0.1,,,,,,,,,,29.8,15.1,,,
5438,CLS60,CLP123,CLS60CLP123L1_R,W 11 & Castle,1,Reference,UoB,"Urban land-Oshtemo complex, undulating.",287275,oh035,Surface,0,36,,,,,,,,,,,2.823,,,,,,,,,,13.3,5,,,
5442,CLS60,CLP124,CLS60CLP124L1_R,W 11 & Castle,1,Reference,UoB,"Urban land-Oshtemo complex, undulating.",287275,oh035,Surface,0,36,,,,,,,,,,,2.823,,,,,,,,,,13.3,5,,,
5446,CLS61,CLP125,CLS61CLP125L1_R,W 14 & Starkweather,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5449,CLS61,CLP126,CLS61CLP126L1_R,W 14 & Starkweather,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5452,CLS62,CLP127,CLS62CLP127L1_R,W 19 & Smith,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5455,CLS62,CLP128,CLS62CLP128L1_R,W 19 & Smith,1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5458,CLS63,CLP129,CLS63CLP129L1_R,25 & Ralph,1,Reference,UmB,"Urban land-Mahoning complex, 2 to 6 percent slopes",287273,oh035,Surface,0,18,,,,,,,,,,,0.1,,,,,,,,,,29.8,15.1,,,
5465,CLS63,CLP130,CLS63CLP130L1_R,25 & Ralph,1,Reference,UmB,"Urban land-Mahoning complex, 2 to 6 percent slopes",287273,oh035,Surface,0,18,,,,,,,,,,,0.1,,,,,,,,,,29.8,15.1,,,
5472,CLS64,CLP131,CLS64CLP131L1_R,E 74 & Irma,1,Reference,LuC,"Loudonville-Urban land complex, rolling",287247,oh035,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,26.5,12.1,,,
5476,CLS65,CLP132,CLS65CLP132L1_R,E 72 (south of Shoreway),1,Reference,UeA,"Urban land-Elnora complex, nearly level",287272,oh035,Surface,0,23,,,,,,,,,,,2.823,,,,,,,,,23.1,18.4,8.8,,,
5479,DS1,DP1,DS1DP1L1_R,18446 Greenview,1,Reference,PkhuaA,"Parkhill-Urban land complex, 0 to 2 percent slopes",3015155,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5485,DS1,DP2,DS1DP2L1_R,18446 Greenview,1,Reference,PkhuaA,"Parkhill-Urban land complex, 0 to 2 percent slopes",3015155,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5491,DS2,DP3,DS2DP3L1_R,19115 Margaretta,1,Reference,BrmuaB,"Brems-Urban land complex, 0 to 4 percent slopes",3015124,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,18.4,14.9,7.1,,,
5496,DS2,DP4,DS2DP4L1_R,19115 Margaretta,1,Reference,BrmuaB,"Brems-Urban land complex, 0 to 4 percent slopes",3015124,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,18.4,14.9,7.1,,,
5501,DS3,DP5,DS3DP5L1_R,15126 Stout,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5505,DS3,DP6,DS3DP6L1_R,15126 Stout,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5509,DS4,DP7,DS4DP7L1_R,15133 Stout,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5513,DS4,DP8,DS4DP8L1_R,15133 Stout,1,Reference,KibueB,"Kibbie-Urban land-Colwood complex, sandy substratum, 0 to 4 percent slopes",3015169,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5518,DS5,DP9,DS5DP9L1_R,15199 Fielding,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5522,DS5,DP10,DS5DP10L1_R,15199 Fielding,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5526,DS6,DP11,DS6DP11L1_R,15051 Pierson,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5530,DS6,DP12,DS6DP12L1_R,15051 Pierson,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5534,DS7,DP13,DS7DP13L1_R,15046 Blackstone,1,Reference,BrmucB,"Brems-Urban land complex, loamy substratum, 0 to 4 percent slopes",3015115,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,18.4,14.9,7.1,,,
5540,DS7,DP14,DS7DP14L1_R,15046 Blackstone,1,Reference,BrmucB,"Brems-Urban land complex, loamy substratum, 0 to 4 percent slopes",3015115,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,18.4,14.9,7.1,,,
5546,DS8,DP15,DS8DP15L1_R,14195 Bentler,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5550,DS8,DP16,DS8DP16L1_R,14195 Bentler,1,Reference,ColuaA,"Colwood-Urban land complex, 0 to 2 percent slopes",3015136,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5555,DS9,DP17,DS9DP17L1_R,14111 Chapel,1,Reference,BrmucB,"Brems-Urban land complex, loamy substratum, 0 to 4 percent slopes",3015115,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,18.4,14.9,7.1,,,
5561,DS9,DP18,DS9DP18L1_R,14111 Chapel,1,Reference,BrmucB,"Brems-Urban land complex, loamy substratum, 0 to 4 percent slopes",3015115,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,18.4,14.9,7.1,,,
5567,DS10,DP19,DS10DP19L1_R,14240 Chapel,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5571,DS10,DP20,DS10DP20L1_R,14240 Chapel,1,Reference,FrsuaA,"Freesoil-Urban land complex, 0 to 2 percent slopes",3015128,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5577,DS11,DP21,DS11DP21L1_R,14136 Burgess,1,Reference,BrmucB,"Brems-Urban land complex, loamy substratum, 0 to 4 percent slopes",3015115,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,18.4,14.9,7.1,,,
5583,DS11,DP22,DS11DP22L1_R,14136 Burgess,1,Reference,BrmucB,"Brems-Urban land complex, loamy substratum, 0 to 4 percent slopes",3015115,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,18.4,14.9,7.1,,,
5589,DS12,DP23,DS12DP23L1_R,14413 Plainview,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5593,DS12,DP24,DS12DP24L1_R,14413 Plainview,1,Reference,La,Lamson fine sandy loam,187648,mi099,Surface,0,25,,,,,,,,,,,0.9,,,,,,,,,,20,10.4,,,
5598,DS13,DP25,DS13DP25L1_R,19305 Lyndon,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5602,DS13,DP26,DS13DP26L1_R,19305 Lyndon,1,Reference,RapufB,"Rapson-Urban land-Kibbie complex, dense substratum, 0 to 4 percent slopes",3015114,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,,17.8,8.4,,,
5609,DS14,DP27,DS14DP27L1_R,13604 Grandville,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5613,DS14,DP28,DS14DP28L1_R,13604 Grandville,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5617,DS15,DP29,DS15DP29L1_R,13534 Artesia,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5621,DS15,DP30,DS15DP30L1_R,13534 Artesia,1,Reference,KibuaB,"Kibbie-Urban land complex, 0 to 4 percent slopes",3015143,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5625,DS17,DP32,DS17DP32L1_R,16401 W CHlCago St,1,Reference,KibueB,"Kibbie-Urban land-Colwood complex, sandy substratum, 0 to 4 percent slopes",3015169,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5630,DS18,DP33,DS18DP33L1_R,8266 Wisner,1,Reference,60B,"Arkona sand, 0 to 4 percent slopes",186683,mi145,Surface,0,25,,,,,,,,,,,9.2,,,,,,,,,16.3,12.9,6.2,,,
5636,DS18,DP34,DS18DP34L1_R,8266 Wisner,1,Reference,AvoucB,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",3015164,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,,17.8,8.4,,,
5642,DS19,DP35,DS19DP35L1_R,8259 Elgin,1,Reference,ShbubB,"Shebeon-Urban land-Avoca complex, 0 to 4 percent slopes",3015112,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5648,DS19,DP36,DS19DP36L1_R,8259 Elgin,1,Reference,ShbubB,"Shebeon-Urban land-Avoca complex, 0 to 4 percent slopes",3015112,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5654,DS20,DP37,DS20DP37L1_R,8383 Kenney,1,Reference,BntuaB,"Blount-Urban land complex, 0 to 4 percent slopes",3015132,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5659,DS20,DP38,DS20DP38L1_R,8383 Kenney,1,Reference,BntuaB,"Blount-Urban land complex, 0 to 4 percent slopes",3015132,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5664,DS21,DP39,DS21DP39L1_R,8390 Lyford,1,Reference,AvoucB,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",3015164,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,,17.8,8.4,,,
5670,DS21,DP40,DS21DP40L1_R,8390 Lyford,1,Reference,60B,"Arkona sand, 0 to 4 percent slopes",186683,mi145,Surface,0,25,,,,,,,,,,,9.2,,,,,,,,,16.3,12.9,6.2,,,
5676,DS22,DP41,DS22DP41L1_R,2103 Montclair,1,Reference,60B,"Arkona sand, 0 to 4 percent slopes",186683,mi145,Surface,0,25,,,,,,,,,,,9.2,,,,,,,,,16.3,12.9,6.2,,,
5682,DS22,DP42,DS22DP42L1_R,2103 Montclair,1,Reference,ZfsucB,"Ziegenfuss-Urban land-Blount complex, 0 to 4 percent slopes",3015133,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5687,DS23,DP43,DS23DP43L1_R,2159 Harding Street,1,Reference,ShbubB,"Shebeon-Urban land-Avoca complex, 0 to 4 percent slopes",3015112,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5693,DS23,DP44,DS23DP44L1_R,2159 Harding Street,1,Reference,ShbubB,"Shebeon-Urban land-Avoca complex, 0 to 4 percent slopes",3015112,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5699,DS24,DP45,DS24DP45L1_R,1529 St. Clair,1,Reference,ShbuaB,"Shebeon-Urban land complex, 0 to 4 percent slopes",3015156,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5705,DS24,DP46,DS24DP46L1_R,1529 St. Clair,1,Reference,ShbuaB,"Shebeon-Urban land complex, 0 to 4 percent slopes",3015156,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5711,DS25,DP47,DS25DP47L1_R,1293 McClellan,1,Reference,AvoucB,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",3015164,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,,17.8,8.4,,,
5717,DS25,DP48,DS25DP48L1_R,1293 McClellan,1,Reference,AvoucB,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",3015164,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,,17.8,8.4,,,
5723,DS26,DP49,DS26DP49L1_R,8333 Leander,1,Reference,AvoucB,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",3015164,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,,17.8,8.4,,,
5729,DS26,DP50,DS26DP50L1_R,8333 Leander,1,Reference,MeA,"Metamora fine sandy loam, 0 to 2 percent slopes",3015050,mi163,Surface,0,23,,,,,,,,,,,2.8,,,,,,,,,,16.8,7.4,,,
5733,DS27,DP51,DS27DP51L1_R,1259 McClellan,1,Reference,AvoucB,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",3015164,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,,17.8,8.4,,,
5739,DS27,DP52,DS27DP52L1_R,1259 McClellan,1,Reference,MeA,"Metamora fine sandy loam, 0 to 2 percent slopes",3015050,mi163,Surface,0,23,,,,,,,,,,,2.8,,,,,,,,,,16.8,7.4,,,
5743,DS28,DP53,DS28DP53L1_R,Biraga Playground,1,Reference,AvoucB,"Avoca-Urban land-Parkhill complex, 0 to 4 percent slopes",3015164,mi163,Surface,0,23,,,,,,,,,,,5.5,,,,,,,,,,17.8,8.4,,,
5749,DS29,DP54,DS29DP54L1_R,Messmer Playground,1,Reference,ZfsucB,"Ziegenfuss-Urban land-Blount complex, 0 to 4 percent slopes",3015133,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5754,DS30,DP55,DS30DP55L1_R,Maheras-Gentry Park,1,Reference,RvfaaB,"Riverfront sandy loam, 0 to 4 percent slopes",3015146,mi163,Surface,0,15,,,,,,,,,,,1,,,,,,,,,,24.4,12.6,,,
5758,DS31,DP56,DS31DP56L1_R,Robinwood Park,1,Reference,ZfsabA,"Ziegenfuss clay, 0 to 1 percent slopes",3015107,mi163,Surface,0,23,,,,,,,,,,,0.092,,,,,,,,,,40.2,27.7,,,
5762,DS31,DP57,DS31DP57L1_R,Robinwood Park,1,Reference,ShbubB,"Shebeon-Urban land-Avoca complex, 0 to 4 percent slopes",3015112,mi163,Surface,0,23,,,,,,,,,,,1,,,,,,,,,,23.9,8.4,,,
5768,NS1,NP1,NS1NP1L1_R,209 16th St,1,Reference,Ha,"Harahan clay, 0 to 1 percent slopes",569888,la071,Surface,0,10,,,,,,,,,,,0.027,,,,,,,,,,50,30.7,,,
5772,NS2,NP2,NS2NP2L1_R,414 40th St,1,Reference,Ke,Kenner muck drained,569889,la071,Surface,0,91,,,,,,,,,,,7.763,,,,,,,,,,,,,,
5775,NS3,NP3,NS3NP3L1_R,1922 Allen St,1,Reference,Sk,"Schriever clay, 0 to 1 percent slopes",569892,la071,Surface,0,20,,,,,,,,,,,0.021,,,,,,,,,,51,32.7,,,
5778,NS4,NP4,NS4NP4L1_R,3017 Benefit St,1,Reference,Ha,"Harahan clay, 0 to 1 percent slopes",569888,la071,Surface,0,10,,,,,,,,,,,0.027,,,,,,,,,,50,30.7,,,
5782,NS5,NP5,NS5NP5L1_R,Brechtel 2,1,Reference,Ww,"Westwego clay, 0 to 0.5 percent slopes",569894,la071,Surface,0,8,,,,,,,,,,,0.021,,,,,,,,,,49.1,40.2,,,
5788,NS6,NP6,NS6NP6L1_R,4912 Burgundy St,1,Reference,Co,"Cancienne silty clay loam, 0 to 1 percent slopes",569885,la071,Surface,0,18,,,,,,,,,,,0.282,,,,,,,,,,33.6,21.2,,,
5791,NS7,NP7,NS7NP7L1_R,1901 Caffin St,1,Reference,Sk,"Schriever clay, 0 to 1 percent slopes",569892,la071,Surface,0,20,,,,,,,,,,,0.021,,,,,,,,,,51,32.7,,,
5794,NS8,NP8,NS8NP8L1_R,117 Chalfant Pl,1,Reference,Sk,"Schriever clay, 0 to 1 percent slopes",569892,la071,Surface,0,20,,,,,,,,,,,0.021,,,,,,,,,,51,32.7,,,
5797,NS9,NP9,NS9NP9L1_R,4947 Charlene Dr,1,Reference,Sk,"Schriever clay, 0 to 1 percent slopes",569892,la071,Surface,0,20,,,,,,,,,,,0.021,,,,,,,,,,51,32.7,,,
5800,NS10,NP10,NS10NP10L1_R,2413 Gallier St,1,Reference,Ha,"Harahan clay, 0 to 1 percent slopes",569888,la071,Surface,0,10,,,,,,,,,,,0.027,,,,,,,,,,50,30.7,,,
5804,NS11,NP11,NS11NP11L1_R,1231 N Johnson St,1,Reference,Sk,"Schriever clay, 0 to 1 percent slopes",569892,la071,Surface,0,20,,,,,,,,,,,0.021,,,,,,,,,,51,32.7,,,
5807,NS12,NP12,NS12NP12L1_R,Lafitte Greenway 1,1,Reference,Sk,"Schriever clay, 0 to 1 percent slopes",569892,la071,Surface,0,20,,,,,,,,,,,0.021,,,,,,,,,,51,32.7,,,
5810,NS13,NP13,NS13NP13L1_R,Lafitte Greenway 2,1,Reference,Sk,"Schriever clay, 0 to 1 percent slopes",569892,la071,Surface,0,20,,,,,,,,,,,0.021,,,,,,,,,,51,32.7,,,
5813,NS14,NP14,NS14NP14L1_R,3324 Leonidas St,1,Reference,Ha,"Harahan clay, 0 to 1 percent slopes",569888,la071,Surface,0,10,,,,,,,,,,,0.027,,,,,,,,,,50,30.7,,,
5817,NS15,NP15,NS15NP15L1_R,7541 Michigan St,1,Reference,An,"Aquents, dredged",569881,la071,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
5818,NS16,NP16,NS16NP16L1_R,5610 Painters St,1,Reference,Ae,"Allemands muck, 0 to 0.2 percent slopes, drained",569880,la071,Surface,0,60,,,,,,,,,,,0.9,,,,,,,,,,52.5,13.1,,,
5820,NS17,NP17,NS17NP17L1_R,3101 Pine St,1,Reference,Ha,"Harahan clay, 0 to 1 percent slopes",569888,la071,Surface,0,10,,,,,,,,,,,0.027,,,,,,,,,,50,30.7,,,
5824,NS18,NP18,NS18NP18L1_R,411 Toledano St,1,Reference,Cm,"Cancienne silt loam, 0 to 1 percent slopes",569884,la071,Surface,0,58,,,,,,,,,,,0.917,,,,,,,,,,29.8,15,,,
5827,NS19,NP19,NS19NP19L1_R,7184 Virgillian,1,Reference,Ae,"Allemands muck, 0 to 0.2 percent slopes, drained",569880,la071,Surface,0,60,,,,,,,,,,,0.9,,,,,,,,,,52.5,13.1,,,
5829,NS20,NP20,NS20NP20L1_R,4978 Wright,1,Reference,Sk,"Schriever clay, 0 to 1 percent slopes",569892,la071,Surface,0,20,,,,,,,,,,,0.021,,,,,,,,,,51,32.7,,,
5832,PS1,PP1,PS1PP1L1_R,"4607 East Piedmont Road, Phoenix, AZ 85044",1,Reference,TrB,"Tremant gravelly loam, 1 to 3 percent slopes",53525,az655,Surface,0,3,,,,,,,,,,,0.3,,,,,,,,,,22.8,9.9,,,
5835,PS2,PP2,PS2PP2L1_R,"2015 East Bishop Drive, Tempe, AZ 85282",1,Reference,LeA,"Laveen clay loam, 0 to 1 percent slopes",53512,az655,Surface,0,36,,,,,,,,,,,0.9,,,,,,,,,,30.7,17.8,,,
5837,PS3,PP3,PS3PP3L1_R,"10221 North 77th Street, Scottsdale, AZ 85258",1,Reference,55,"Gilman loams (Type 1, 40%)",53092,az645,Surface,0,13,,,,,,,,,,,0.3,,,,,,,,,,27.7,12.5,,,
5838,PS3,PP3,PS3PP3L1_R,"10221 North 77th Street, Scottsdale, AZ 85258",1,Reference,55,"Gilman loams (Type 1, 40%)",53092,az645,Surface,0,13,,,,,,,,,,,0.3,,,,,,,,,,28.4,13.5,,,
5843,PS4,PP4,PS4PP4L1_R,"10595 East Cactus Road, Scottsdale, AZ 85259",1,Reference,90,"Momoli gravelly sandy loam, 1 to 5 percent slopes",53148,az645,Surface,0,8,,,,,,,,,,,2.8,,,,,,,,,,15.3,7.8,,,
5845,PS5,PP5,PS5PP5L1_R,"7202 East Cactus Road, Scottsdale, AZ 85260",1,Reference,55,"Gilman loams (Type 2, 40%)",53092,az645,Surface,0,13,,,,,,,,,,,0.3,,,,,,,,,,28.4,13.5,,,
5846,PS5,PP5,PS5PP5L1_R,"7202 East Cactus Road, Scottsdale, AZ 85260",1,Reference,55,"Gilman loams (Type 2, 40%)",53092,az645,Surface,0,13,,,,,,,,,,,0.3,,,,,,,,,,27.7,12.5,,,
5851,PS5,PP6,PS5PP6L1_R,"7202 East Cactus Road, Scottsdale, AZ 85260",1,Reference,50,"Estrella loams (Type 2, 35%)",53085,az645,Surface,0,53,,,,,,,,,,,0.9,,,,,,,,,,25.9,10.2,,,
5852,PS5,PP6,PS5PP6L1_R,"7202 East Cactus Road, Scottsdale, AZ 85260",1,Reference,50,"Estrella loams (Type 2, 35%)",53085,az645,Surface,0,53,,,,,,,,,,,0.9,,,,,,,,,,25.9,10.2,,,
5857,PS5,PP7,PS5PP7L1_R,"7202 East Cactus Road, Scottsdale, AZ 85260",1,Reference,50,"Estrella loams (Type 2, 35%)",53085,az645,Surface,0,53,,,,,,,,,,,0.9,,,,,,,,,,25.9,10.2,,,
5858,PS5,PP7,PS5PP7L1_R,"7202 East Cactus Road, Scottsdale, AZ 85260",1,Reference,50,"Estrella loams (Type 2, 35%)",53085,az645,Surface,0,53,,,,,,,,,,,0.9,,,,,,,,,,25.9,10.2,,,
5863,PS6,PP8,PS6PP8L1_R,"1105 North 68th Street, Scottsdale, AZ 85254",1,Reference,50,"Estrella loams (Type 2, 35%)",53085,az645,Surface,0,53,,,,,,,,,,,0.9,,,,,,,,,,25.9,10.2,,,
5864,PS6,PP8,PS6PP8L1_R,"1105 North 68th Street, Scottsdale, AZ 85254",1,Reference,50,"Estrella loams (Type 2, 35%)",53085,az645,Surface,0,53,,,,,,,,,,,0.9,,,,,,,,,,25.9,10.2,,,
